case,category,budget_pct,prompt_tokens,measured_completion_tokens,total_tokens,page_tokens,total_pages,hot_pages,pinned_pages,warm_pages,cold_pages,raw_k_pages,raw_v_pages,int8_k_pages,int8_v_pages,int4_v_pages,raw_equivalent_bytes,hot_bytes,warm_bytes,cold_bytes,effective_bytes,effective_bytes_per_token,compression_vs_raw_pct,endpoint_completion_tok_s_c1,endpoint_completion_tok_s_c2,endpoint_ttft_s,contains_target_c1_pct,contains_target_c2_pct,plan_range_count,resolved_layer_pages,shadowed_layer_page_matches,plan_validation_ok,warm_reduction_vs_uniform_int8_pct,total_reduction_vs_same_hot_uniform_int8_pct
routing_table,structured_lookup,6.25,660,128,788,16,50,4,1,45,0,240,240,2160,720,1440,77463552,6684672,29491200,0,36175872,45908.467,53.299,30.1439,36.5803,0.1063,0.0,0.0,4,2400,0,True,16.667,14.019
structured_records,structured_lookup,6.25,671,160,831,16,52,4,1,47,0,240,240,2256,752,1504,81690624,7766016,30801920,0,38567936,46411.475,52.788,29.694,45.3907,0.1469,0.0,0.0,4,2496,0,True,16.667,13.773
instruction_persistence,instruction_retention,6.25,1241,128,1369,16,86,6,1,79,0,336,336,3792,1264,2528,134578176,10321920,51773440,0,62095360,45358.188,53.859,29.5305,36.5824,0.1432,100.0,100.0,4,4128,0,True,16.667,14.292
multi_hop_bridge,multi_hop,6.25,635,160,795,16,50,4,1,45,0,240,240,2160,720,1440,78151680,7372800,29491200,0,36864000,46369.811,52.83,29.5628,36.2052,0.1396,100.0,100.0,4,2400,0,True,16.667,13.793
payload_dense,dense_noise,6.25,1227,192,1419,16,89,6,1,82,0,336,336,3936,1312,2624,139493376,10518528,53739520,0,64258048,45284.037,53.935,29.3058,36.7109,0.1506,100.0,100.0,4,4272,0,True,16.667,14.329
long_generation_systems,long_generation,6.25,360,384,744,16,47,3,1,43,0,192,192,2064,688,1376,73138176,5505024,28180480,0,33685504,45276.215,53.943,29.6228,35.4191,0.1244,0.0,0.0,4,2256,0,True,16.667,14.333
early_anchor_long_tail,anchor_recall,3.125,1231,96,1327,16,83,3,1,79,0,192,192,3792,1264,2528,130449408,6193152,51773440,0,57966592,43682.436,55.564,29.3345,35.6871,0.1778,100.0,100.0,4,3984,0,True,16.667,15.156
middle_anchor_detour,anchor_recall,3.125,954,128,1082,16,68,3,1,64,0,192,192,3072,1024,2048,106364928,5701632,41943040,0,47644672,44033.893,55.206,29.4023,35.949,0.1539,100.0,100.0,4,3264,0,True,16.667,14.971
late_anchor_control,late_control,3.125,623,96,719,16,45,2,1,42,0,144,144,2016,672,1344,70680576,4620288,27525120,0,32145408,44708.495,54.52,30.2448,36.8657,0.1472,100.0,100.0,4,2160,0,True,16.667,14.621
decoy_collision,confusable_recall,3.125,675,128,803,16,51,2,1,48,0,144,144,2304,768,1536,78938112,3440640,31457280,0,34897920,43459.427,55.791,30.1318,36.936,0.0969,100.0,100.0,4,2448,0,True,16.667,15.274
routing_table,structured_lookup,3.125,660,128,788,16,50,2,1,47,0,144,144,2256,752,1504,77463552,3538944,30801920,0,34340864,43579.777,55.668,30.1439,36.5803,0.1063,0.0,0.0,4,2400,0,True,16.667,15.21
structured_records,structured_lookup,3.125,671,160,831,16,52,2,1,49,0,144,144,2352,784,1568,81690624,4620288,32112640,0,36732928,44203.283,55.034,29.694,45.3907,0.1469,0.0,0.0,4,2496,0,True,16.667,14.882
instruction_persistence,instruction_retention,3.125,1241,128,1369,16,86,3,1,82,0,192,192,3936,1312,2624,134578176,5603328,53739520,0,59342848,43347.588,55.905,29.5305,36.5824,0.1432,100.0,100.0,4,4128,0,True,16.667,15.334
multi_hop_bridge,multi_hop,3.125,635,160,795,16,50,2,1,47,0,144,144,2256,752,1504,78151680,4227072,30801920,0,35028992,44061.625,55.178,29.5628,36.2052,0.1396,100.0,100.0,4,2400,0,True,16.667,14.956
payload_dense,dense_noise,3.125,1227,192,1419,16,89,3,1,85,0,192,192,4080,1360,2720,139493376,5799936,55705600,0,61505536,43344.282,55.908,29.3058,36.7109,0.1506,100.0,100.0,4,4272,0,True,16.667,15.336
long_generation_systems,long_generation,3.125,360,384,744,16,47,2,1,44,0,144,144,2112,704,1408,73138176,3932160,28835840,0,32768000,44043.011,55.197,29.6228,35.4191,0.1244,0.0,0.0,4,2256,0,True,16.667,14.966
early_anchor_long_tail,anchor_recall,0.0,1231,96,1327,16,83,0,1,82,0,48,48,3936,1312,2624,130449408,1572864,53698560,0,55271424,41651.412,57.63,29.3345,35.6871,0.1778,100.0,100.0,3,3984,0,True,16.667,16.27
middle_anchor_detour,anchor_recall,0.0,954,128,1082,16,68,0,1,67,0,48,48,3216,1072,2144,106364928,1572864,43663360,0,45236224,41807.97,57.471,29.4023,35.949,0.1539,100.0,100.0,3,3264,0,True,16.667,16.181
late_anchor_control,late_control,0.0,623,96,719,16,45,0,1,44,0,48,48,2112,704,1408,70680576,1572864,28794880,0,30367744,42236.083,57.035,30.2448,36.8657,0.1472,100.0,100.0,3,2160,0,True,16.667,15.941
decoy_collision,confusable_recall,0.0,675,128,803,16,51,0,1,50,0,48,48,2400,800,1600,78938112,1572864,32235520,0,33808384,42102.595,57.171,30.1318,36.936,0.0969,100.0,100.0,3,2448,0,True,16.667,16.015
routing_table,structured_lookup,0.0,660,128,788,16,50,0,1,49,0,48,48,2352,784,1568,77463552,1572864,31621120,0,33193984,42124.345,57.149,30.1439,36.5803,0.1063,0.0,0.0,3,2400,0,True,16.667,16.003
structured_records,structured_lookup,0.0,671,160,831,16,52,0,1,51,0,48,48,2448,816,1632,81690624,1572864,33382400,0,34955264,42064.096,57.21,29.694,45.3907,0.1469,0.0,0.0,3,2496,0,True,16.667,16.037
instruction_persistence,instruction_retention,0.0,1241,128,1369,16,86,0,1,85,0,48,48,4080,1360,2720,134578176,1572864,55418880,0,56991744,41630.2,57.652,29.5305,36.5824,0.1432,100.0,100.0,3,4128,0,True,16.667,16.282
multi_hop_bridge,multi_hop,0.0,635,160,795,16,50,0,1,49,0,48,48,2352,784,1568,78151680,1572864,31907840,0,33480704,42114.093,57.159,29.5628,36.2052,0.1396,100.0,100.0,3,2400,0,True,16.667,16.009
payload_dense,dense_noise,0.0,1227,192,1419,16,89,0,1,88,0,48,48,4224,1408,2816,139493376,1572864,57466880,0,59039744,41606.585,57.676,29.3058,36.7109,0.1506,100.0,100.0,3,4272,0,True,16.667,16.295
long_generation_systems,long_generation,0.0,360,384,744,16,47,0,1,46,0,48,48,2208,736,1472,73138176,1572864,29818880,0,31391744,42193.204,57.079,29.6228,35.4191,0.1244,0.0,0.0,3,2256,0,True,16.667,15.965
early_anchor_long_tail,anchor_recall,75.0,1231,96,1327,32,42,32,1,9,0,1584,1584,432,144,288,130449408,102137856,11796480,0,113934336,85858.58,12.66,29.3345,35.6871,0.1778,100.0,100.0,4,2016,0,True,16.667,2.029
middle_anchor_detour,anchor_recall,75.0,954,128,1082,32,34,26,1,7,0,1296,1296,336,112,224,106364928,84344832,9175040,0,93519872,86432.414,12.076,29.4023,35.949,0.1539,100.0,100.0,4,1632,0,True,16.667,1.924
late_anchor_control,late_control,75.0,623,96,719,32,23,18,1,4,0,912,912,192,64,128,70680576,58097664,5242880,0,63340544,88095.332,10.385,30.2448,36.8657,0.1472,100.0,100.0,4,1104,0,True,16.667,1.628
decoy_collision,confusable_recall,75.0,675,128,803,32,26,20,1,5,0,1008,1008,240,80,160,78938112,63209472,6553600,0,69763072,86878.047,11.623,30.1318,36.936,0.0969,100.0,100.0,4,1248,0,True,16.667,1.844
routing_table,structured_lookup,75.0,660,128,788,32,25,19,1,5,0,960,960,240,80,160,77463552,61734912,6553600,0,68288512,86660.548,11.844,30.1439,36.5803,0.1063,0.0,0.0,4,1200,0,True,16.667,1.883
structured_records,structured_lookup,75.0,671,160,831,32,26,20,1,5,0,1008,1008,240,80,160,81690624,65961984,6553600,0,72515584,87263.037,11.231,29.694,45.3907,0.1469,0.0,0.0,4,1248,0,True,16.667,1.775
instruction_persistence,instruction_retention,75.0,1241,128,1369,32,43,33,1,9,0,1632,1632,432,144,288,134578176,106266624,11796480,0,118063104,86240.397,12.272,29.5305,36.5824,0.1432,100.0,100.0,4,2064,0,True,16.667,1.959
multi_hop_bridge,multi_hop,75.0,635,160,795,32,25,19,1,5,0,960,960,240,80,160,78151680,62423040,6553600,0,68976640,86763.069,11.74,29.5628,36.2052,0.1396,100.0,100.0,4,1200,0,True,16.667,1.865
payload_dense,dense_noise,75.0,1227,192,1419,32,45,34,1,10,0,1680,1680,480,160,320,139493376,108036096,13107200,0,121143296,85372.302,13.155,29.3058,36.7109,0.1506,100.0,100.0,4,2160,0,True,16.667,2.118
long_generation_systems,long_generation,75.0,360,384,744,32,24,18,1,5,0,912,912,240,80,160,73138176,57409536,6553600,0,63963136,85971.957,12.545,29.6228,35.4191,0.1244,0.0,0.0,4,1152,0,True,16.667,2.008
early_anchor_long_tail,anchor_recall,50.0,1231,96,1327,32,42,21,1,20,0,1056,1056,960,320,640,130449408,67534848,26214400,0,93749248,70647.512,28.134,29.3345,35.6871,0.1778,100.0,100.0,4,2016,0,True,16.667,5.296
middle_anchor_detour,anchor_recall,50.0,954,128,1082,32,34,17,1,16,0,864,864,768,256,512,106364928,56033280,20971520,0,77004800,71168.946,27.603,29.4023,35.949,0.1539,100.0,100.0,4,1632,0,True,16.667,5.165
late_anchor_control,late_control,50.0,623,96,719,32,23,12,1,10,0,624,624,480,160,320,70680576,39223296,13107200,0,52330496,72782.331,25.962,30.2448,36.8657,0.1472,100.0,100.0,4,1104,0,True,16.667,4.77
decoy_collision,confusable_recall,50.0,675,128,803,32,26,13,1,12,0,672,672,576,192,384,78938112,41189376,15728640,0,56918016,70881.714,27.895,30.1318,36.936,0.0969,100.0,100.0,4,1248,0,True,16.667,5.237
routing_table,structured_lookup,50.0,660,128,788,32,25,13,1,11,0,672,672,528,176,352,77463552,42860544,14417920,0,57278464,72688.406,26.058,30.1439,36.5803,0.1063,0.0,0.0,4,1200,0,True,16.667,4.793
structured_records,structured_lookup,50.0,671,160,831,32,26,13,1,12,0,672,672,576,192,384,81690624,43941888,15728640,0,59670528,71805.69,26.955,29.694,45.3907,0.1469,0.0,0.0,4,1248,0,True,16.667,5.008
instruction_persistence,instruction_retention,50.0,1241,128,1369,32,43,22,1,20,0,1104,1104,960,320,640,134578176,71663616,26214400,0,97878016,71495.994,27.271,29.5305,36.5824,0.1432,100.0,100.0,4,2064,0,True,16.667,5.084
multi_hop_bridge,multi_hop,50.0,635,160,795,32,25,13,1,11,0,672,672,528,176,352,78151680,43548672,14417920,0,57966592,72913.952,25.828,29.5628,36.2052,0.1396,100.0,100.0,4,1200,0,True,16.667,4.739
payload_dense,dense_noise,50.0,1227,192,1419,32,45,23,1,21,0,1152,1152,1008,336,672,139493376,73433088,27525120,0,100958208,71147.433,27.625,29.3058,36.7109,0.1506,100.0,100.0,4,2160,0,True,16.667,5.171
long_generation_systems,long_generation,50.0,360,384,744,32,24,12,1,11,0,624,624,528,176,352,73138176,38535168,14417920,0,52953088,71173.505,27.599,29.6228,35.4191,0.1244,0.0,0.0,4,1152,0,True,16.667,5.164
early_anchor_long_tail,anchor_recall,25.0,1231,96,1327,32,42,11,1,30,0,576,576,1440,480,960,130449408,36077568,39321600,0,75399168,56819.268,42.2,29.3345,35.6871,0.1778,100.0,100.0,4,2016,0,True,16.667,9.445
middle_anchor_detour,anchor_recall,25.0,954,128,1082,32,34,9,1,24,0,480,480,1152,384,768,106364928,30867456,31457280,0,62324736,57601.42,41.405,29.4023,35.949,0.1539,100.0,100.0,4,1632,0,True,16.667,9.169
late_anchor_control,late_control,25.0,623,96,719,32,23,6,1,16,0,336,336,768,256,512,70680576,20348928,20971520,0,41320448,57469.33,41.539,30.2448,36.8657,0.1472,100.0,100.0,4,1104,0,True,16.667,9.215
decoy_collision,confusable_recall,25.0,675,128,803,32,26,7,1,18,0,384,384,864,288,576,78938112,22315008,23592960,0,45907968,57170.57,41.843,30.1318,36.936,0.0969,100.0,100.0,4,1248,0,True,16.667,9.32
routing_table,structured_lookup,25.0,660,128,788,32,25,7,1,17,0,384,384,816,272,544,77463552,23986176,22282240,0,46268416,58716.264,40.271,30.1439,36.5803,0.1063,0.0,0.0,4,1200,0,True,16.667,8.786
structured_records,structured_lookup,25.0,671,160,831,32,26,7,1,18,0,384,384,864,288,576,81690624,25067520,23592960,0,48660480,58556.534,40.433,29.694,45.3907,0.1469,0.0,0.0,4,1248,0,True,16.667,8.84
instruction_persistence,instruction_retention,25.0,1241,128,1369,32,43,11,1,31,0,576,576,1488,496,992,134578176,37060608,40632320,0,77692928,56751.591,42.269,29.5305,36.5824,0.1432,100.0,100.0,4,2064,0,True,16.667,9.469
multi_hop_bridge,multi_hop,25.0,635,160,795,32,25,7,1,17,0,384,384,816,272,544,78151680,24674304,22282240,0,46956544,59064.835,39.916,29.5628,36.2052,0.1396,100.0,100.0,4,1200,0,True,16.667,8.668
payload_dense,dense_noise,25.0,1227,192,1419,32,45,12,1,32,0,624,624,1536,512,1024,139493376,38830080,41943040,0,80773120,56922.565,42.095,29.3058,36.7109,0.1506,100.0,100.0,4,2160,0,True,16.667,9.408
long_generation_systems,long_generation,25.0,360,384,744,32,24,6,1,17,0,336,336,816,272,544,73138176,19660800,22282240,0,41943040,56375.054,42.652,29.6228,35.4191,0.1244,0.0,0.0,4,1152,0,True,16.667,9.605
early_anchor_long_tail,anchor_recall,12.5,1231,96,1327,32,42,6,1,35,0,336,336,1680,560,1120,130449408,20348928,45875200,0,66224128,49905.145,49.234,29.3345,35.6871,0.1778,100.0,100.0,4,2016,0,True,16.667,12.169
middle_anchor_detour,anchor_recall,12.5,954,128,1082,32,34,5,1,28,0,288,288,1344,448,896,106364928,18284544,36700160,0,54984704,50817.656,48.306,29.4023,35.949,0.1539,100.0,100.0,4,1632,0,True,16.667,11.777
late_anchor_control,late_control,12.5,623,96,719,32,23,3,1,19,0,192,192,912,304,608,70680576,10911744,24903680,0,35815424,49812.829,49.328,30.2448,36.8657,0.1472,100.0,100.0,4,1104,0,True,16.667,12.209
decoy_collision,confusable_recall,12.5,675,128,803,32,26,4,1,21,0,240,240,1008,336,672,78938112,12877824,27525120,0,40402944,50314.999,48.817,30.1318,36.936,0.0969,100.0,100.0,4,1248,0,True,16.667,11.991
routing_table,structured_lookup,12.5,660,128,788,32,25,4,1,20,0,240,240,960,320,640,77463552,14548992,26214400,0,40763392,51730.193,47.377,30.1439,36.5803,0.1063,0.0,0.0,4,1200,0,True,16.667,11.396
structured_records,structured_lookup,12.5,671,160,831,32,26,4,1,21,0,240,240,1008,336,672,81690624,15630336,27525120,0,43155456,51931.957,47.172,29.694,45.3907,0.1469,0.0,0.0,4,1248,0,True,16.667,11.313
instruction_persistence,instruction_retention,12.5,1241,128,1369,32,43,6,1,36,0,336,336,1728,576,1152,134578176,21331968,47185920,0,68517888,50049.589,49.087,29.5305,36.5824,0.1432,100.0,100.0,4,2064,0,True,16.667,12.106
multi_hop_bridge,multi_hop,12.5,635,160,795,32,25,4,1,20,0,240,240,960,320,640,78151680,15237120,26214400,0,41451520,52140.277,46.96,29.5628,36.2052,0.1396,100.0,100.0,4,1200,0,True,16.667,11.228
payload_dense,dense_noise,12.5,1227,192,1419,32,45,6,1,38,0,336,336,1824,608,1216,139493376,19955712,49807360,0,69763072,49163.546,49.988,29.3058,36.7109,0.1506,100.0,100.0,4,2160,0,True,16.667,12.495
long_generation_systems,long_generation,12.5,360,384,744,32,24,3,1,20,0,192,192,960,320,640,73138176,10223616,26214400,0,36438016,48975.828,50.179,29.6228,35.4191,0.1244,0.0,0.0,4,1152,0,True,16.667,12.579
early_anchor_long_tail,anchor_recall,6.25,1231,96,1327,32,42,3,1,38,0,192,192,1824,608,1216,130449408,10911744,49807360,0,60719104,45756.672,53.454,29.3345,35.6871,0.1778,100.0,100.0,4,2016,0,True,16.667,14.094
middle_anchor_detour,anchor_recall,6.25,954,128,1082,32,34,3,1,30,0,192,192,1440,480,960,106364928,11993088,39321600,0,51314688,47425.774,51.756,29.4023,35.949,0.1539,100.0,100.0,4,1632,0,True,16.667,13.289
late_anchor_control,late_control,6.25,623,96,719,32,23,2,1,20,0,144,144,960,320,640,70680576,7766016,26214400,0,33980416,47260.662,51.924,30.2448,36.8657,0.1472,100.0,100.0,4,1104,0,True,16.667,13.367
decoy_collision,confusable_recall,6.25,675,128,803,32,26,2,1,23,0,144,144,1104,368,736,78938112,6586368,30146560,0,36732928,45744.618,53.466,30.1318,36.936,0.0969,100.0,100.0,4,1248,0,True,16.667,14.1
routing_table,structured_lookup,6.25,660,128,788,32,25,2,1,22,0,144,144,1056,352,704,77463552,8257536,28835840,0,37093376,47072.812,52.115,30.1439,36.5803,0.1063,0.0,0.0,4,1200,0,True,16.667,13.456
structured_records,structured_lookup,6.25,671,160,831,32,26,2,1,23,0,144,144,1104,368,736,81690624,9338880,30146560,0,39485440,47515.572,51.665,29.694,45.3907,0.1469,0.0,0.0,4,1248,0,True,16.667,13.247
instruction_persistence,instruction_retention,6.25,1241,128,1369,32,43,3,1,39,0,192,192,1872,624,1248,134578176,11894784,51118080,0,63012864,46028.389,53.178,29.5305,36.5824,0.1432,100.0,100.0,4,2064,0,True,16.667,13.96
multi_hop_bridge,multi_hop,6.25,635,160,795,32,25,2,1,22,0,144,144,1056,352,704,78151680,8945664,28835840,0,37781504,47523.904,51.656,29.5628,36.2052,0.1396,100.0,100.0,4,1200,0,True,16.667,13.243
payload_dense,dense_noise,6.25,1227,192,1419,32,45,3,1,41,0,192,192,1968,656,1312,139493376,10518528,53739520,0,64258048,45284.037,53.935,29.3058,36.7109,0.1506,100.0,100.0,4,2160,0,True,16.667,14.329
long_generation_systems,long_generation,6.25,360,384,744,32,24,2,1,21,0,144,144,1008,336,672,73138176,7077888,27525120,0,34603008,46509.419,52.688,29.6228,35.4191,0.1244,0.0,0.0,4,1152,0,True,16.667,13.725
early_anchor_long_tail,anchor_recall,3.125,1231,96,1327,32,42,2,1,39,0,144,144,1872,624,1248,130449408,7766016,51118080,0,58884096,44373.848,54.861,29.3345,35.6871,0.1778,100.0,100.0,4,2016,0,True,16.667,14.794
middle_anchor_detour,anchor_recall,3.125,954,128,1082,32,34,2,1,31,0,144,144,1488,496,992,106364928,8847360,40632320,0,49479680,45729.834,53.481,29.4023,35.949,0.1539,100.0,100.0,4,1632,0,True,16.667,14.107
late_anchor_control,late_control,3.125,623,96,719,32,23,1,1,21,0,96,96,1008,336,672,70680576,4620288,27525120,0,32145408,44708.495,54.52,30.2448,36.8657,0.1472,100.0,100.0,4,1104,0,True,16.667,14.621
decoy_collision,confusable_recall,3.125,675,128,803,32,26,1,1,24,0,96,96,1152,384,768,78938112,3440640,31457280,0,34897920,43459.427,55.791,30.1318,36.936,0.0969,100.0,100.0,4,1248,0,True,16.667,15.274
routing_table,structured_lookup,3.125,660,128,788,32,25,1,1,23,0,96,96,1104,368,736,77463552,5111808,30146560,0,35258368,44744.122,54.484,30.1439,36.5803,0.1063,0.0,0.0,4,1200,0,True,16.667,14.603
structured_records,structured_lookup,3.125,671,160,831,32,26,1,1,24,0,96,96,1152,384,768,81690624,6193152,31457280,0,37650432,45307.379,53.911,29.694,45.3907,0.1469,0.0,0.0,4,1248,0,True,16.667,14.318
instruction_persistence,instruction_retention,3.125,1241,128,1369,32,43,2,1,40,0,144,144,1920,640,1280,134578176,8749056,52428800,0,61177856,44687.988,54.541,29.5305,36.5824,0.1432,100.0,100.0,4,2064,0,True,16.667,14.632
multi_hop_bridge,multi_hop,3.125,635,160,795,32,25,1,1,23,0,96,96,1104,368,736,78151680,5799936,30146560,0,35946496,45215.718,54.004,29.5628,36.2052,0.1396,100.0,100.0,4,1200,0,True,16.667,14.364
payload_dense,dense_noise,3.125,1227,192,1419,32,45,2,1,42,0,144,144,2016,672,1344,139493376,7372800,55050240,0,62423040,43990.867,55.25,29.3058,36.7109,0.1506,100.0,100.0,4,2160,0,True,16.667,14.993
long_generation_systems,long_generation,3.125,360,384,744,32,24,1,1,22,0,96,96,1056,352,704,73138176,3932160,28835840,0,32768000,44043.011,55.197,29.6228,35.4191,0.1244,0.0,0.0,4,1152,0,True,16.667,14.966
early_anchor_long_tail,anchor_recall,0.0,1231,96,1327,32,42,0,1,41,0,48,48,1968,656,1312,130449408,3145728,53043200,0,56188928,42342.824,56.927,29.3345,35.6871,0.1778,100.0,100.0,3,2016,0,True,16.667,15.882
middle_anchor_detour,anchor_recall,0.0,954,128,1082,32,34,0,1,33,0,48,48,1584,528,1056,106364928,3145728,43008000,0,46153728,42655.941,56.608,29.4023,35.949,0.1539,100.0,100.0,3,1632,0,True,16.667,15.709
late_anchor_control,late_control,0.0,623,96,719,32,23,0,1,22,0,48,48,1056,352,704,70680576,3145728,28139520,0,31285248,43512.167,55.737,30.2448,36.8657,0.1472,100.0,100.0,3,1104,0,True,16.667,15.246
decoy_collision,confusable_recall,0.0,675,128,803,32,26,0,1,25,0,48,48,1200,400,800,78938112,3145728,31580160,0,34725888,43245.191,56.009,30.1318,36.936,0.0969,100.0,100.0,3,1248,0,True,16.667,15.389
routing_table,structured_lookup,0.0,660,128,788,32,25,0,1,24,0,48,48,1152,384,768,77463552,3145728,30965760,0,34111488,43288.69,55.964,30.1439,36.5803,0.1063,0.0,0.0,3,1200,0,True,16.667,15.366
structured_records,structured_lookup,0.0,671,160,831,32,26,0,1,25,0,48,48,1200,400,800,81690624,3145728,32727040,0,35872768,43168.193,56.087,29.694,45.3907,0.1469,0.0,0.0,3,1248,0,True,16.667,15.431
instruction_persistence,instruction_retention,0.0,1241,128,1369,32,43,0,1,42,0,48,48,2016,672,1344,134578176,3145728,54763520,0,57909248,42300.4,56.97,29.5305,36.5824,0.1432,100.0,100.0,3,2064,0,True,16.667,15.905
multi_hop_bridge,multi_hop,0.0,635,160,795,32,25,0,1,24,0,48,48,1152,384,768,78151680,3145728,31252480,0,34398208,43268.186,55.985,29.5628,36.2052,0.1396,100.0,100.0,3,1200,0,True,16.667,15.377
payload_dense,dense_noise,0.0,1227,192,1419,32,45,0,1,44,0,48,48,2112,704,1408,139493376,3145728,56811520,0,59957248,42253.17,57.018,29.3058,36.7109,0.1506,100.0,100.0,3,2160,0,True,16.667,15.932
long_generation_systems,long_generation,0.0,360,384,744,32,24,0,1,23,0,48,48,1104,368,736,73138176,3145728,29163520,0,32309248,43426.409,55.824,29.6228,35.4191,0.1244,0.0,0.0,3,1152,0,True,16.667,15.292
early_anchor_long_tail,anchor_recall,75.0,1231,96,1327,64,21,16,1,4,0,816,816,192,64,128,130449408,105283584,10485760,0,115769344,87241.405,11.253,29.3345,35.6871,0.1778,100.0,100.0,4,1008,0,True,16.667,1.779
middle_anchor_detour,anchor_recall,75.0,954,128,1082,64,17,13,1,3,0,672,672,144,48,96,106364928,87490560,7864320,0,95354880,88128.355,10.351,29.4023,35.949,0.1539,100.0,100.0,4,816,0,True,16.667,1.623
late_anchor_control,late_control,75.0,623,96,719,64,12,9,1,2,0,480,480,96,32,64,70680576,58097664,5242880,0,63340544,88095.332,10.385,30.2448,36.8657,0.1472,100.0,100.0,4,576,0,True,16.667,1.628
decoy_collision,confusable_recall,75.0,675,128,803,64,13,10,1,2,0,528,528,96,32,64,78938112,66355200,5242880,0,71598080,89163.238,9.298,30.1318,36.936,0.0969,100.0,100.0,4,624,0,True,16.667,1.443
routing_table,structured_lookup,75.0,660,128,788,64,13,10,1,2,0,528,528,96,32,64,77463552,64880640,5242880,0,70123520,88989.239,9.475,30.1439,36.5803,0.1063,0.0,0.0,4,624,0,True,16.667,1.473
structured_records,structured_lookup,75.0,671,160,831,64,13,10,1,2,0,528,528,96,32,64,81690624,69107712,5242880,0,74350592,89471.23,8.985,29.694,45.3907,0.1469,0.0,0.0,4,624,0,True,16.667,1.391
instruction_persistence,instruction_retention,75.0,1241,128,1369,64,22,17,1,4,0,864,864,192,64,128,134578176,109412352,10485760,0,119898112,87580.798,10.908,29.5305,36.5824,0.1432,100.0,100.0,4,1056,0,True,16.667,1.719
multi_hop_bridge,multi_hop,75.0,635,160,795,64,13,10,1,2,0,528,528,96,32,64,78151680,65568768,5242880,0,70811648,89071.255,9.392,29.5628,36.2052,0.1396,100.0,100.0,4,624,0,True,16.667,1.459
payload_dense,dense_noise,75.0,1227,192,1419,64,23,18,1,4,0,912,912,192,64,128,139493376,114327552,10485760,0,124813312,87958.641,10.524,29.3058,36.7109,0.1506,100.0,100.0,4,1104,0,True,16.667,1.652
long_generation_systems,long_generation,75.0,360,384,744,64,12,9,1,2,0,480,480,96,32,64,73138176,60555264,5242880,0,65798144,88438.366,10.036,29.6228,35.4191,0.1244,0.0,0.0,4,576,0,True,16.667,1.569
early_anchor_long_tail,anchor_recall,50.0,1231,96,1327,64,21,11,1,9,0,576,576,432,144,288,130449408,73826304,23592960,0,97419264,73413.161,25.32,29.3345,35.6871,0.1778,100.0,100.0,4,1008,0,True,16.667,4.62
middle_anchor_detour,anchor_recall,50.0,954,128,1082,64,17,9,1,7,0,480,480,336,112,224,106364928,62324736,18350080,0,80674816,74560.828,24.153,29.4023,35.949,0.1539,100.0,100.0,4,816,0,True,16.667,4.351
late_anchor_control,late_control,50.0,623,96,719,64,12,6,1,5,0,336,336,240,80,160,70680576,39223296,13107200,0,52330496,72782.331,25.962,30.2448,36.8657,0.1472,100.0,100.0,4,576,0,True,16.667,4.77
decoy_collision,confusable_recall,50.0,675,128,803,64,13,7,1,5,0,384,384,240,80,160,78938112,47480832,13107200,0,60588032,75452.095,23.246,30.1318,36.936,0.0969,100.0,100.0,4,624,0,True,16.667,4.147
routing_table,structured_lookup,50.0,660,128,788,64,13,7,1,5,0,384,384,240,80,160,77463552,46006272,13107200,0,59113472,75017.096,23.689,30.1439,36.5803,0.1063,0.0,0.0,4,624,0,True,16.667,4.246
structured_records,structured_lookup,50.0,671,160,831,64,13,7,1,5,0,384,384,240,80,160,81690624,50233344,13107200,0,63340544,76222.075,22.463,29.694,45.3907,0.1469,0.0,0.0,4,624,0,True,16.667,3.974
instruction_persistence,instruction_retention,50.0,1241,128,1369,64,22,11,1,10,0,576,576,480,160,320,134578176,71663616,26214400,0,97878016,71495.994,27.271,29.5305,36.5824,0.1432,100.0,100.0,4,1056,0,True,16.667,5.084
multi_hop_bridge,multi_hop,50.0,635,160,795,64,13,7,1,5,0,384,384,240,80,160,78151680,46694400,13107200,0,59801600,75222.138,23.48,29.5628,36.2052,0.1396,100.0,100.0,4,624,0,True,16.667,4.199
payload_dense,dense_noise,50.0,1227,192,1419,64,23,12,1,10,0,624,624,480,160,320,139493376,76578816,26214400,0,102793216,72440.603,26.31,29.3058,36.7109,0.1506,100.0,100.0,4,1104,0,True,16.667,4.853
long_generation_systems,long_generation,50.0,360,384,744,64,12,6,1,5,0,336,336,240,80,160,73138176,41680896,13107200,0,54788096,73639.914,25.09,29.6228,35.4191,0.1244,0.0,0.0,4,576,0,True,16.667,4.566
early_anchor_long_tail,anchor_recall,25.0,1231,96,1327,64,21,6,1,14,0,336,336,672,224,448,130449408,42369024,36700160,0,79069184,59584.916,39.387,29.3345,35.6871,0.1778,100.0,100.0,4,1008,0,True,16.667,8.495
middle_anchor_detour,anchor_recall,25.0,954,128,1082,64,17,5,1,11,0,288,288,528,176,352,106364928,37158912,28835840,0,65994752,60993.301,37.954,29.4023,35.949,0.1539,100.0,100.0,4,816,0,True,16.667,8.037
late_anchor_control,late_control,25.0,623,96,719,64,12,3,1,8,0,192,192,384,128,256,70680576,20348928,20971520,0,41320448,57469.33,41.539,30.2448,36.8657,0.1472,100.0,100.0,4,576,0,True,16.667,9.215
