case,category,budget_pct,prompt_tokens,measured_completion_tokens,total_tokens,page_tokens,total_pages,hot_pages,pinned_pages,warm_pages,cold_pages,raw_k_pages,raw_v_pages,int8_k_pages,int8_v_pages,int4_v_pages,raw_equivalent_bytes,hot_bytes,warm_bytes,cold_bytes,effective_bytes,effective_bytes_per_token,compression_vs_raw_pct,endpoint_completion_tok_s_c1,endpoint_completion_tok_s_c2,endpoint_ttft_s,contains_target_c1_pct,contains_target_c2_pct,plan_range_count,resolved_layer_pages,shadowed_layer_page_matches,plan_validation_ok,warm_reduction_vs_uniform_int8_pct,total_reduction_vs_same_hot_uniform_int8_pct
instruction_persistence,instruction_retention,6.25,1896,128,2024,16,127,8,1,118,0,432,432,5664,1888,3776,198967296,13369344,77332480,0,90701824,44813.154,54.414,0.0,0.0,0.0,0.0,0.0,4,6096,0,True,16.667,14.568
multi_hop_bridge,multi_hop,6.25,963,160,1123,16,71,5,1,65,0,288,288,3120,1040,2080,110395392,8159232,42598400,0,50757632,45198.248,54.022,0.0,0.0,0.0,0.0,0.0,4,3408,0,True,16.667,14.373
payload_dense,dense_noise,6.25,1881,163,2044,16,128,8,1,119,0,432,432,5712,1904,3808,200933376,13762560,77987840,0,91750400,44887.671,54.338,0.0,0.0,0.0,0.0,0.0,4,6144,0,True,16.667,14.53
long_generation_systems,long_generation,6.25,523,384,907,16,57,4,1,52,0,240,240,2496,832,1664,89161728,7372800,34078720,0,41451520,45701.786,53.51,0.0,0.0,0.0,0.0,0.0,4,2736,0,True,16.667,14.121
early_anchor_long_tail,anchor_recall,3.125,1885,96,1981,16,124,4,1,119,0,240,240,5712,1904,3808,194740224,7569408,77987840,0,85557248,43188.919,56.066,0.0,0.0,0.0,0.0,0.0,4,5952,0,True,16.667,15.42
middle_anchor_detour,anchor_recall,3.125,1462,128,1590,16,100,4,1,95,0,240,240,4560,1520,3040,156303360,6881280,62259200,0,69140480,43484.579,55.765,0.0,0.0,0.0,0.0,0.0,4,4800,0,True,16.667,15.261
late_anchor_control,late_control,3.125,950,96,1046,16,66,3,1,62,0,192,192,2976,992,1984,102825984,5308416,40632320,0,45940736,43920.398,55.322,0.0,0.0,0.0,0.0,0.0,4,3168,0,True,16.667,15.03
decoy_collision,confusable_recall,3.125,1014,128,1142,16,72,3,1,68,0,192,192,3264,1088,2176,112263168,5308416,44564480,0,49872896,43671.538,55.575,0.0,0.0,0.0,0.0,0.0,4,3456,0,True,16.667,15.162
routing_table,structured_lookup,3.125,988,128,1116,16,70,3,1,66,0,192,192,3168,1056,2112,109707264,5898240,43253760,0,49152000,44043.011,55.197,0.0,0.0,0.0,0.0,0.0,4,3360,0,True,16.667,14.966
structured_records,structured_lookup,3.125,999,160,1159,16,73,3,1,69,0,192,192,3312,1104,2208,113934336,5406720,45219840,0,50626560,43681.242,55.565,0.0,0.0,0.0,0.0,0.0,4,3504,0,True,16.667,15.157
instruction_persistence,instruction_retention,3.125,1896,128,2024,16,127,4,1,122,0,240,240,5856,1952,3904,198967296,7077888,79953920,0,87031808,42999.905,56.258,0.0,0.0,0.0,0.0,0.0,4,6096,0,True,16.667,15.522
multi_hop_bridge,multi_hop,3.125,963,160,1123,16,71,3,1,67,0,192,192,3216,1072,2144,110395392,5013504,43909120,0,48922624,43564.224,55.684,0.0,0.0,0.0,0.0,0.0,4,3408,0,True,16.667,15.219
payload_dense,dense_noise,3.125,1881,163,2044,16,128,4,1,123,0,240,240,5904,1968,3936,200933376,7471104,80609280,0,88080384,43092.164,56.164,0.0,0.0,0.0,0.0,0.0,4,6144,0,True,16.667,15.472
long_generation_systems,long_generation,3.125,523,384,907,16,57,2,1,54,0,144,144,2592,864,1728,89161728,4227072,35389440,0,39616512,43678.624,55.568,0.0,0.0,0.0,0.0,0.0,4,2736,0,True,16.667,15.158
early_anchor_long_tail,anchor_recall,0.0,1885,96,1981,16,124,0,1,123,0,48,48,5904,1968,3936,194740224,1572864,80486400,0,82059264,41423.152,57.862,0.0,0.0,0.0,0.0,0.0,3,5952,0,True,16.667,16.4
middle_anchor_detour,anchor_recall,0.0,1462,128,1590,16,100,0,1,99,0,48,48,4752,1584,3168,156303360,1572864,64471040,0,66043904,41537.047,57.746,0.0,0.0,0.0,0.0,0.0,3,4800,0,True,16.667,16.335
late_anchor_control,late_control,0.0,950,96,1046,16,66,0,1,65,0,48,48,3120,1040,2080,102825984,1572864,42188800,0,43761664,41837.155,57.441,0.0,0.0,0.0,0.0,0.0,3,3168,0,True,16.667,16.164
decoy_collision,confusable_recall,0.0,1014,128,1142,16,72,0,1,71,0,48,48,3408,1136,2272,112263168,1572864,46120960,0,47693824,41763.419,57.516,0.0,0.0,0.0,0.0,0.0,3,3456,0,True,16.667,16.206
routing_table,structured_lookup,0.0,988,128,1116,16,70,0,1,69,0,48,48,3312,1104,2208,109707264,1572864,45056000,0,46628864,41782.136,57.497,0.0,0.0,0.0,0.0,0.0,3,3360,0,True,16.667,16.196
structured_records,structured_lookup,0.0,999,160,1159,16,73,0,1,72,0,48,48,3456,1152,2304,113934336,1572864,46817280,0,48390144,41751.634,57.528,0.0,0.0,0.0,0.0,0.0,3,3504,0,True,16.667,16.213
instruction_persistence,instruction_retention,0.0,1896,128,2024,16,127,0,1,126,0,48,48,6048,2016,4032,198967296,1572864,82247680,0,83820544,41413.312,57.872,0.0,0.0,0.0,0.0,0.0,3,6096,0,True,16.667,16.405
multi_hop_bridge,multi_hop,0.0,963,160,1123,16,71,0,1,70,0,48,48,3360,1120,2240,110395392,1572864,45342720,0,46915584,41777.012,57.502,0.0,0.0,0.0,0.0,0.0,3,3408,0,True,16.667,16.198
payload_dense,dense_noise,0.0,1881,163,2044,16,128,0,1,127,0,48,48,6096,2032,4064,200933376,1572864,83066880,0,84639744,41408.877,57.877,0.0,0.0,0.0,0.0,0.0,3,6144,0,True,16.667,16.408
long_generation_systems,long_generation,0.0,523,384,907,16,57,0,1,56,0,48,48,2688,896,1792,89161728,1572864,36495360,0,38068224,41971.581,57.304,0.0,0.0,0.0,0.0,0.0,3,2736,0,True,16.667,16.089
early_anchor_long_tail,anchor_recall,75.0,1885,96,1981,32,62,47,1,14,0,2304,2304,672,224,448,194740224,150700032,18350080,0,169050112,85335.746,13.192,0.0,0.0,0.0,0.0,0.0,4,2976,0,True,16.667,2.125
middle_anchor_detour,anchor_recall,75.0,1462,128,1590,32,50,38,1,11,0,1872,1872,528,176,352,156303360,121700352,14417920,0,136118272,85608.976,12.914,0.0,0.0,0.0,0.0,0.0,4,2400,0,True,16.667,2.074
late_anchor_control,late_control,75.0,950,96,1046,32,33,25,1,7,0,1248,1248,336,112,224,102825984,80805888,9175040,0,89980928,86023.832,12.492,0.0,0.0,0.0,0.0,0.0,4,1584,0,True,16.667,1.999
decoy_collision,confusable_recall,75.0,1014,128,1142,32,36,27,1,8,0,1344,1344,384,128,256,112263168,87097344,10485760,0,97583104,85449.303,13.076,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,2.104
routing_table,structured_lookup,75.0,988,128,1116,32,35,27,1,7,0,1344,1344,336,112,224,109707264,87687168,9175040,0,96862208,86794.093,11.708,0.0,0.0,0.0,0.0,0.0,4,1680,0,True,16.667,1.859
structured_records,structured_lookup,75.0,999,160,1159,32,37,28,1,8,0,1392,1392,384,128,256,113934336,88768512,10485760,0,99254272,85637.853,12.885,0.0,0.0,0.0,0.0,0.0,4,1776,0,True,16.667,2.069
instruction_persistence,instruction_retention,75.0,1896,128,2024,32,64,48,1,15,0,2352,2352,720,240,480,198967296,151781376,19660800,0,171442176,84704.632,13.834,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,2.242
multi_hop_bridge,multi_hop,75.0,963,160,1123,32,36,27,1,8,0,1344,1344,384,128,256,110395392,85229568,10485760,0,95715328,85231.815,13.298,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,2.144
payload_dense,dense_noise,75.0,1881,163,2044,32,64,48,1,15,0,2352,2352,720,240,480,200933376,153747456,19660800,0,173408256,84837.699,13.699,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,2.217
long_generation_systems,long_generation,75.0,523,384,907,32,29,22,1,6,0,1104,1104,288,96,192,89161728,70287360,7864320,0,78151680,86165.028,12.348,0.0,0.0,0.0,0.0,0.0,4,1392,0,True,16.667,1.973
early_anchor_long_tail,anchor_recall,50.0,1885,96,1981,32,62,31,1,30,0,1536,1536,1440,480,960,194740224,100368384,39321600,0,139689984,70514.883,28.269,0.0,0.0,0.0,0.0,0.0,4,2976,0,True,16.667,5.33
middle_anchor_detour,anchor_recall,50.0,1462,128,1590,32,50,25,1,24,0,1248,1248,1152,384,768,156303360,80805888,31457280,0,112263168,70605.766,28.176,0.0,0.0,0.0,0.0,0.0,4,2400,0,True,16.667,5.307
late_anchor_control,late_control,50.0,950,96,1046,32,33,17,1,15,0,864,864,720,240,480,102825984,55640064,19660800,0,75300864,71989.354,26.769,0.0,0.0,0.0,0.0,0.0,4,1584,0,True,16.667,4.963
decoy_collision,confusable_recall,50.0,1014,128,1142,32,36,18,1,17,0,912,912,816,272,544,112263168,58785792,22282240,0,81068032,70987.769,27.788,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,5.211
routing_table,structured_lookup,50.0,988,128,1116,32,35,18,1,16,0,912,912,768,256,512,109707264,59375616,20971520,0,80347136,71995.642,26.762,0.0,0.0,0.0,0.0,0.0,4,1680,0,True,16.667,4.961
structured_records,structured_lookup,50.0,999,160,1159,32,37,19,1,17,0,960,960,816,272,544,113934336,60456960,22282240,0,82739200,71388.438,27.38,0.0,0.0,0.0,0.0,0.0,4,1776,0,True,16.667,5.111
instruction_persistence,instruction_retention,50.0,1896,128,2024,32,64,32,1,31,0,1584,1584,1488,496,992,198967296,101449728,40632320,0,142082048,70198.64,28.59,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,5.41
multi_hop_bridge,multi_hop,50.0,963,160,1123,32,36,18,1,17,0,912,912,816,272,544,110395392,56918016,22282240,0,79200256,70525.606,28.258,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,5.327
payload_dense,dense_noise,50.0,1881,163,2044,32,64,32,1,31,0,1584,1584,1488,496,992,200933376,103415808,40632320,0,144048128,70473.644,28.311,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,5.34
long_generation_systems,long_generation,50.0,523,384,907,32,29,15,1,13,0,768,768,624,208,416,89161728,48267264,17039360,0,65306624,72002.893,26.755,0.0,0.0,0.0,0.0,0.0,4,1392,0,True,16.667,4.959
early_anchor_long_tail,anchor_recall,25.0,1885,96,1981,32,62,16,1,45,0,816,816,2160,720,1440,194740224,53182464,58982400,0,112164864,56620.325,42.403,0.0,0.0,0.0,0.0,0.0,4,2976,0,True,16.667,9.516
middle_anchor_detour,anchor_recall,25.0,1462,128,1590,32,50,13,1,36,0,672,672,1728,576,1152,156303360,43057152,47185920,0,90243072,56756.649,42.264,0.0,0.0,0.0,0.0,0.0,4,2400,0,True,16.667,9.467
late_anchor_control,late_control,25.0,950,96,1046,32,33,9,1,23,0,480,480,1104,368,736,102825984,30474240,30146560,0,60620800,57954.876,41.045,0.0,0.0,0.0,0.0,0.0,4,1584,0,True,16.667,9.046
decoy_collision,confusable_recall,25.0,1014,128,1142,32,36,9,1,26,0,480,480,1248,416,832,112263168,30474240,34078720,0,64552960,56526.235,42.499,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,9.55
routing_table,structured_lookup,25.0,988,128,1116,32,35,9,1,25,0,480,480,1200,400,800,109707264,31064064,32768000,0,63832064,57197.19,41.816,0.0,0.0,0.0,0.0,0.0,4,1680,0,True,16.667,9.311
structured_records,structured_lookup,25.0,999,160,1159,32,37,10,1,26,0,528,528,1248,416,832,113934336,32145408,34078720,0,66224128,57139.023,41.875,0.0,0.0,0.0,0.0,0.0,4,1776,0,True,16.667,9.332
instruction_persistence,instruction_retention,25.0,1896,128,2024,32,64,16,1,47,0,816,816,2256,752,1504,198967296,51118080,61603840,0,112721920,55692.648,43.347,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,9.853
multi_hop_bridge,multi_hop,25.0,963,160,1123,32,36,9,1,26,0,480,480,1248,416,832,110395392,28606464,34078720,0,62685184,55819.398,43.218,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,9.807
payload_dense,dense_noise,25.0,1881,163,2044,32,64,16,1,47,0,816,816,2256,752,1504,200933376,53084160,61603840,0,114688000,56109.589,42.922,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,9.701
long_generation_systems,long_generation,25.0,523,384,907,32,29,8,1,20,0,432,432,960,320,640,89161728,26247168,26214400,0,52461568,57840.759,41.161,0.0,0.0,0.0,0.0,0.0,4,1392,0,True,16.667,9.086
early_anchor_long_tail,anchor_recall,12.5,1885,96,1981,32,62,8,1,53,0,432,432,2544,848,1696,194740224,28016640,69468160,0,97484800,49209.894,49.941,0.0,0.0,0.0,0.0,0.0,4,2976,0,True,16.667,12.474
middle_anchor_detour,anchor_recall,12.5,1462,128,1590,32,50,7,1,42,0,384,384,2016,672,1344,156303360,24182784,55050240,0,79233024,49832.091,49.308,0.0,0.0,0.0,0.0,0.0,4,2400,0,True,16.667,12.2
late_anchor_control,late_control,12.5,950,96,1046,32,33,5,1,27,0,288,288,1296,432,864,102825984,17891328,35389440,0,53280768,50937.637,48.184,0.0,0.0,0.0,0.0,0.0,4,1584,0,True,16.667,11.726
decoy_collision,confusable_recall,12.5,1014,128,1142,32,36,5,1,30,0,288,288,1440,480,960,112263168,17891328,39321600,0,57212928,50098.886,49.037,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,12.085
routing_table,structured_lookup,12.5,988,128,1116,32,35,5,1,29,0,288,288,1392,464,928,109707264,18481152,38010880,0,56492032,50620.1,48.507,0.0,0.0,0.0,0.0,0.0,4,1680,0,True,16.667,11.861
structured_records,structured_lookup,12.5,999,160,1159,32,37,5,1,31,0,288,288,1488,496,992,113934336,16416768,40632320,0,57049088,49222.682,49.928,0.0,0.0,0.0,0.0,0.0,4,1776,0,True,16.667,12.469
instruction_persistence,instruction_retention,12.5,1896,128,2024,32,64,8,1,55,0,432,432,2640,880,1760,198967296,25952256,72089600,0,98041856,48439.652,50.725,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,12.821
multi_hop_bridge,multi_hop,12.5,963,160,1123,32,36,5,1,30,0,288,288,1440,480,960,110395392,16023552,39321600,0,55345152,49283.305,49.866,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,12.442
payload_dense,dense_noise,12.5,1881,163,2044,32,64,8,1,55,0,432,432,2640,880,1760,200933376,27918336,72089600,0,100007936,48927.562,50.228,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,12.6
long_generation_systems,long_generation,12.5,523,384,907,32,29,4,1,24,0,240,240,1152,384,768,89161728,13664256,31457280,0,45121536,49748.11,49.394,0.0,0.0,0.0,0.0,0.0,4,1392,0,True,16.667,12.237
early_anchor_long_tail,anchor_recall,6.25,1885,96,1981,32,62,4,1,57,0,240,240,2736,912,1824,194740224,15433728,74711040,0,90144768,45504.678,53.71,0.0,0.0,0.0,0.0,0.0,4,2976,0,True,16.667,14.219
middle_anchor_detour,anchor_recall,6.25,1462,128,1590,32,50,4,1,45,0,240,240,2160,720,1440,156303360,14745600,58982400,0,73728000,46369.811,52.83,0.0,0.0,0.0,0.0,0.0,4,2400,0,True,16.667,13.793
late_anchor_control,late_control,6.25,950,96,1046,32,33,3,1,29,0,192,192,1392,464,928,102825984,11599872,38010880,0,49610752,47429.017,51.753,0.0,0.0,0.0,0.0,0.0,4,1584,0,True,16.667,13.288
decoy_collision,confusable_recall,6.25,1014,128,1142,32,36,3,1,32,0,192,192,1536,512,1024,112263168,11599872,41943040,0,53542912,46885.212,52.306,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,13.545
routing_table,structured_lookup,6.25,988,128,1116,32,35,3,1,31,0,192,192,1488,496,992,109707264,12189696,40632320,0,52822016,47331.556,51.852,0.0,0.0,0.0,0.0,0.0,4,1680,0,True,16.667,13.333
structured_records,structured_lookup,6.25,999,160,1159,32,37,3,1,33,0,192,192,1584,528,1056,113934336,10125312,43253760,0,53379072,46056.145,53.149,0.0,0.0,0.0,0.0,0.0,4,1776,0,True,16.667,13.946
instruction_persistence,instruction_retention,6.25,1896,128,2024,32,64,4,1,59,0,240,240,2832,944,1888,198967296,13369344,77332480,0,90701824,44813.154,54.414,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,14.568
multi_hop_bridge,multi_hop,6.25,963,160,1123,32,36,3,1,32,0,192,192,1536,512,1024,110395392,9732096,41943040,0,51675136,46015.259,53.191,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,13.966
payload_dense,dense_noise,6.25,1881,163,2044,32,64,4,1,59,0,240,240,2832,944,1888,200933376,15335424,77332480,0,92667904,45336.548,53.881,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,14.303
long_generation_systems,long_generation,6.25,523,384,907,32,29,2,1,26,0,144,144,1248,416,832,89161728,7372800,34078720,0,41451520,45701.786,53.51,0.0,0.0,0.0,0.0,0.0,4,1392,0,True,16.667,14.121
early_anchor_long_tail,anchor_recall,3.125,1885,96,1981,32,62,2,1,59,0,144,144,2832,944,1888,194740224,9142272,77332480,0,86474752,43652.071,55.595,0.0,0.0,0.0,0.0,0.0,4,2976,0,True,16.667,15.172
middle_anchor_detour,anchor_recall,3.125,1462,128,1590,32,50,2,1,47,0,144,144,2256,752,1504,156303360,8454144,61603840,0,70057984,44061.625,55.178,0.0,0.0,0.0,0.0,0.0,4,2400,0,True,16.667,14.956
late_anchor_control,late_control,3.125,950,96,1046,32,33,2,1,30,0,144,144,1440,480,960,102825984,8454144,39321600,0,47775744,45674.707,53.537,0.0,0.0,0.0,0.0,0.0,4,1584,0,True,16.667,14.134
decoy_collision,confusable_recall,3.125,1014,128,1142,32,36,2,1,33,0,144,144,1584,528,1056,112263168,8454144,43253760,0,51707904,45278.375,53.94,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,14.332
routing_table,structured_lookup,3.125,988,128,1116,32,35,2,1,32,0,144,144,1536,512,1024,109707264,9043968,41943040,0,50987008,45687.283,53.524,0.0,0.0,0.0,0.0,0.0,4,1680,0,True,16.667,14.128
structured_records,structured_lookup,3.125,999,160,1159,32,37,2,1,34,0,144,144,1632,544,1088,113934336,6979584,44564480,0,51544064,44472.877,54.76,0.0,0.0,0.0,0.0,0.0,4,1776,0,True,16.667,14.743
instruction_persistence,instruction_retention,3.125,1896,128,2024,32,64,2,1,61,0,144,144,2928,976,1952,198967296,7077888,79953920,0,87031808,42999.905,56.258,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,15.522
multi_hop_bridge,multi_hop,3.125,963,160,1123,32,36,2,1,33,0,144,144,1584,528,1056,110395392,6586368,43253760,0,49840128,44381.236,54.853,0.0,0.0,0.0,0.0,0.0,4,1728,0,True,16.667,14.79
payload_dense,dense_noise,3.125,1881,163,2044,32,64,2,1,61,0,144,144,2928,976,1952,200933376,9043968,79953920,0,88997888,43541.041,55.708,0.0,0.0,0.0,0.0,0.0,4,3072,0,True,16.667,15.231
long_generation_systems,long_generation,3.125,523,384,907,32,29,1,1,27,0,96,96,1296,432,864,89161728,4227072,35389440,0,39616512,43678.624,55.568,0.0,0.0,0.0,0.0,0.0,4,1392,0,True,16.667,15.158
early_anchor_long_tail,anchor_recall,0.0,1885,96,1981,32,62,0,1,61,0,48,48,2928,976,1952,194740224,3145728,79831040,0,82976768,41886.304,57.391,0.0,0.0,0.0,0.0,0.0,3,2976,0,True,16.667,16.137
middle_anchor_detour,anchor_recall,0.0,1462,128,1590,32,50,0,1,49,0,48,48,2352,784,1568,156303360,3145728,63815680,0,66961408,42114.093,57.159,0.0,0.0,0.0,0.0,0.0,3,2400,0,True,16.667,16.009
late_anchor_control,late_control,0.0,950,96,1046,32,33,0,1,32,0,48,48,1536,512,1024,102825984,3145728,41533440,0,44679168,42714.31,56.549,0.0,0.0,0.0,0.0,0.0,3,1584,0,True,16.667,15.677
decoy_collision,confusable_recall,0.0,1014,128,1142,32,36,0,1,35,0,48,48,1680,560,1120,112263168,3145728,45465600,0,48611328,42566.837,56.699,0.0,0.0,0.0,0.0,0.0,3,1728,0,True,16.667,15.758
routing_table,structured_lookup,0.0,988,128,1116,32,35,0,1,34,0,48,48,1632,544,1088,109707264,3145728,44400640,0,47546368,42604.272,56.661,0.0,0.0,0.0,0.0,0.0,3,1680,0,True,16.667,15.738
structured_records,structured_lookup,0.0,999,160,1159,32,37,0,1,36,0,48,48,1728,576,1152,113934336,3145728,46161920,0,49307648,42543.268,56.723,0.0,0.0,0.0,0.0,0.0,3,1776,0,True,16.667,15.771
instruction_persistence,instruction_retention,0.0,1896,128,2024,32,64,0,1,63,0,48,48,3024,1008,2016,198967296,3145728,81592320,0,84738048,41866.625,57.411,0.0,0.0,0.0,0.0,0.0,3,3072,0,True,16.667,16.148
multi_hop_bridge,multi_hop,0.0,963,160,1123,32,36,0,1,35,0,48,48,1680,560,1120,110395392,3145728,44687360,0,47833088,42594.023,56.671,0.0,0.0,0.0,0.0,0.0,3,1728,0,True,16.667,15.743
payload_dense,dense_noise,0.0,1881,163,2044,32,64,0,1,63,0,48,48,3024,1008,2016,200933376,3145728,82411520,0,85557248,41857.753,57.42,0.0,0.0,0.0,0.0,0.0,3,3072,0,True,16.667,16.153
long_generation_systems,long_generation,0.0,523,384,907,32,29,0,1,28,0,48,48,1344,448,896,89161728,3145728,35840000,0,38985728,42983.162,56.275,0.0,0.0,0.0,0.0,0.0,3,1392,0,True,16.667,15.531
early_anchor_long_tail,anchor_recall,75.0,1885,96,1981,64,31,24,1,6,0,1200,1200,288,96,192,194740224,156991488,15728640,0,172720128,87188.353,11.307,0.0,0.0,0.0,0.0,0.0,4,1488,0,True,16.667,1.789
middle_anchor_detour,anchor_recall,75.0,1462,128,1590,64,25,19,1,5,0,960,960,240,80,160,156303360,124846080,13107200,0,137953280,86763.069,11.74,0.0,0.0,0.0,0.0,0.0,4,1200,0,True,16.667,1.865
late_anchor_control,late_control,75.0,950,96,1046,64,17,13,1,3,0,672,672,144,48,96,102825984,83951616,7864320,0,91815936,87778.141,10.707,0.0,0.0,0.0,0.0,0.0,4,816,0,True,16.667,1.684
decoy_collision,confusable_recall,75.0,1014,128,1142,64,18,14,1,3,0,720,720,144,48,96,112263168,93388800,7864320,0,101253120,88662.977,9.807,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,1.53
routing_table,structured_lookup,75.0,988,128,1116,64,18,14,1,3,0,720,720,144,48,96,109707264,90832896,7864320,0,98697216,88438.366,10.036,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,1.569
structured_records,structured_lookup,75.0,999,160,1159,64,19,15,1,3,0,768,768,144,48,96,113934336,95059968,7864320,0,102924288,88804.39,9.664,0.0,0.0,0.0,0.0,0.0,4,912,0,True,16.667,1.505
instruction_persistence,instruction_retention,75.0,1896,128,2024,64,32,24,1,7,0,1200,1200,336,112,224,198967296,154927104,18350080,0,173277184,85611.257,12.912,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,2.074
multi_hop_bridge,multi_hop,75.0,963,160,1123,64,18,14,1,3,0,720,720,144,48,96,110395392,91521024,7864320,0,99385344,88499.861,9.973,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,1.558
payload_dense,dense_noise,75.0,1881,163,2044,64,32,24,1,7,0,1200,1200,336,112,224,200933376,156893184,18350080,0,175243264,85735.452,12.785,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,2.051
long_generation_systems,long_generation,75.0,523,384,907,64,15,12,1,2,0,624,624,96,32,64,89161728,76578816,5242880,0,81821696,90211.352,8.232,0.0,0.0,0.0,0.0,0.0,4,720,0,True,16.667,1.265
early_anchor_long_tail,anchor_recall,50.0,1885,96,1981,64,31,16,1,14,0,816,816,672,224,448,194740224,106659840,36700160,0,143360000,72367.491,26.384,0.0,0.0,0.0,0.0,0.0,4,1488,0,True,16.667,4.871
middle_anchor_detour,anchor_recall,50.0,1462,128,1590,64,25,13,1,11,0,672,672,528,176,352,156303360,87097344,28835840,0,115933184,72913.952,25.828,0.0,0.0,0.0,0.0,0.0,4,1200,0,True,16.667,4.739
late_anchor_control,late_control,50.0,950,96,1046,64,17,9,1,7,0,480,480,336,112,224,102825984,58785792,18350080,0,77135872,73743.663,24.984,0.0,0.0,0.0,0.0,0.0,4,816,0,True,16.667,4.542
decoy_collision,confusable_recall,50.0,1014,128,1142,64,18,9,1,8,0,480,480,384,128,256,112263168,61931520,20971520,0,82903040,72594.606,26.153,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,4.816
routing_table,structured_lookup,50.0,988,128,1116,64,18,9,1,8,0,480,480,384,128,256,109707264,59375616,20971520,0,80347136,71995.642,26.762,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,4.961
structured_records,structured_lookup,50.0,999,160,1159,64,19,10,1,8,0,528,528,384,128,256,113934336,63602688,20971520,0,84574208,72971.707,25.769,0.0,0.0,0.0,0.0,0.0,4,912,0,True,16.667,4.725
instruction_persistence,instruction_retention,50.0,1896,128,2024,64,32,16,1,15,0,816,816,720,240,480,198967296,104595456,39321600,0,143917056,71105.265,27.668,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,5.181
multi_hop_bridge,multi_hop,50.0,963,160,1123,64,18,9,1,8,0,480,480,384,128,256,110395392,60063744,20971520,0,81035264,72159.63,26.595,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,4.921
payload_dense,dense_noise,50.0,1881,163,2044,64,32,16,1,15,0,816,816,720,240,480,200933376,106561536,39321600,0,145883136,71371.397,27.397,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,5.115
long_generation_systems,long_generation,50.0,523,384,907,64,15,8,1,6,0,432,432,288,96,192,89161728,51412992,15728640,0,67141632,74026.055,24.697,0.0,0.0,0.0,0.0,0.0,4,720,0,True,16.667,4.476
early_anchor_long_tail,anchor_recall,25.0,1885,96,1981,64,31,8,1,22,0,432,432,1056,352,704,194740224,56328192,57671680,0,113999872,57546.629,41.461,0.0,0.0,0.0,0.0,0.0,4,1488,0,True,16.667,9.188
middle_anchor_detour,anchor_recall,25.0,1462,128,1590,64,25,7,1,17,0,384,384,816,272,544,156303360,49348608,44564480,0,93913088,59064.835,39.916,0.0,0.0,0.0,0.0,0.0,4,1200,0,True,16.667,8.668
late_anchor_control,late_control,25.0,950,96,1046,64,17,5,1,11,0,288,288,528,176,352,102825984,33619968,28835840,0,62455808,59709.185,39.261,0.0,0.0,0.0,0.0,0.0,4,816,0,True,16.667,8.453
decoy_collision,confusable_recall,25.0,1014,128,1142,64,18,5,1,12,0,288,288,576,192,384,112263168,36765696,31457280,0,68222976,59739.909,39.229,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,8.443
routing_table,structured_lookup,25.0,988,128,1116,64,18,5,1,12,0,288,288,576,192,384,109707264,34209792,31457280,0,65667072,58841.462,40.143,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,8.743
structured_records,structured_lookup,25.0,999,160,1159,64,19,5,1,13,0,288,288,624,208,416,113934336,32145408,34078720,0,66224128,57139.023,41.875,0.0,0.0,0.0,0.0,0.0,4,912,0,True,16.667,9.332
instruction_persistence,instruction_retention,25.0,1896,128,2024,64,32,8,1,23,0,432,432,1104,368,736,198967296,54263808,60293120,0,114556928,56599.273,42.424,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,9.524
